"","seqnames","start","end","width","strand","gene_id"
"7558","chr3",93555080,93564643,9564,"+","20194"
"7559","chr3",93520488,93526287,5800,"+","20195"
"7560","chr3",90514435,90524581,10147,"+","20196"
"7561","chr3",90584659,90602702,18044,"+","20197"
"7562","chr3",90601904,90606045,4142,"+","20198"
"7563","chr3",90608523,90611780,3258,"+","20199"
"7564","chr3",90612882,90624181,11300,"+","20200"
"7565","chr3",90668978,90670035,1058,"+","20201"
"7566","chr3",90692632,90695721,3090,"-","20202"
"7567","chr10",76253853,76261159,7307,"+","20203"
"7568","chr2",30834972,30881251,46280,"+","20204"
"7569","chr7",46740497,46742980,2484,"-","20208"
"7570","chr7",46751790,46754313,2524,"+","20209"
"7571","chr7",46711998,46715700,3703,"-","20210"
"7572","chr7",46727998,46732603,4606,"-","20211"
"7573","chr1",87803680,87845158,41479,"+","20215"
"7574","chr7",119760923,119787513,26591,"+","20216"
"7575","chr4",129703164,129742303,39140,"-","20218"
"7576","chr1",172893961,172895041,1081,"-","20219"
"7577","chr14",57798180,57806638,8459,"+","20220"
"7578","chr10",80798198,80804924,6727,"+","20222"
"7579","chr10",61680299,61693297,12999,"+","20224"
"7580","chr3",108424865,108445209,20345,"-","20226"
"7581","chr19",5377523,5388703,11181,"-","20227"
"7582","chrX",155213132,155216449,3318,"-","20229"
"7583","chr17",51736187,51833290,97104,"-","20230"
"7584","chr7",132594878,132599637,4760,"-","20231"
"7585","chr17",23941672,23945607,3936,"+","20234"
"7586","chr13",45549755,45965008,415254,"-","20238"
"7587","chr5",121711337,121816493,105157,"+","20239"
"7588","chr1",107045587,107052303,6717,"-","20248"
"7589","chr19",44394455,44407879,13425,"-","20249"
"7590","chr19",44293674,44306864,13191,"+","20250"
"7591","chr1",79434669,79440120,5452,"-","20254"
"7592","chr9",75643189,75684056,40868,"-","20255"
"7593","chr7",44302687,44306902,4216,"-","20256"
"7594","chr3",8509360,8561606,52247,"+","20257"
"7595","chr12",40059769,40134228,74460,"-","20259"
"7596","chr2",181306459,181314500,8042,"-","20262"
"7597","chr9",119608456,119719322,110867,"-","20264"
"7598","chr2",66270778,66440840,170063,"-","20265"
"7599","chr7",31116524,31127003,10480,"-","20266"
"7600","chr2",65457118,65567627,110510,"-","20269"
"7601","chr9",119483408,119579016,95609,"-","20271"
"7602","chr2",66673425,66784914,111490,"-","20272"
"7603","chr15",100869858,101045938,176081,"+","20273"
"7604","chr2",66480080,66634962,154883,"-","20274"
"7605","chr6",125320659,125344943,24285,"+","20276"
"7606","chr7",121865038,121918514,53477,"+","20277"
"7607","chr7",121734479,121768475,33997,"+","20278"
"7608","chr4",108043839,108144998,101160,"-","20280"
"7609","chr8",57455923,57477585,21663,"+","20284"
"7610","chr15",81745057,81796260,51204,"+","20286"
"7611","chr7",141278330,141279133,804,"-","20287"
"7612","chr8",39581685,39642673,60989,"-","20288"
"7613","chr15",76457520,76459449,1930,"+","20289"
"7614","chr11",82176657,82305690,129034,"-","20290"
"7615","chr11",82057823,82062955,5133,"+","20292"
"7616","chr11",82101845,82103400,1556,"+","20293"
"7617","chr8",94810453,94812036,1584,"+","20295"
"7618","chr11",82035571,82037453,1883,"+","20296"
"7619","chr1",83116766,83119167,2402,"+","20297"
"7620","chr8",94745590,94751699,6110,"+","20299"
"7621","chr8",4325210,4360020,34811,"+","20300"
"7622","chr4",41769467,41774247,4781,"-","20301"
"7623","chr11",83647844,83649355,1512,"-","20302"
"7624","chr11",83662584,83664683,2100,"+","20303"
"7625","chr11",83525778,83530518,4741,"-","20304"
"7626","chr11",83587882,83593087,5206,"-","20305"
"7627","chr11",82045712,82047525,1814,"+","20306"
"7628","chr11",82115185,82116799,1615,"+","20307"
"7629","chr11",83572919,83578636,5718,"-","20308"
"7630","chr5",90794534,90803067,8534,"+","20309"
"7631","chr5",90903871,90905938,2068,"+","20310"
"7632","chr5",90759360,90761624,2265,"+","20311"
"7633","chr8",94772009,94782427,10419,"+","20312"
"7634","chr6",117168535,117181367,12833,"+","20315"
"7635","chr11",78245746,78255496,9751,"+","20316"
"7636","chr11",75409769,75422701,12933,"-","20317"
"7637","chr4",155992872,156013610,20739,"+","20318"
"7638","chr3",83766321,83774316,7996,"+","20319"
"7639","chr9",58582240,58657955,75716,"+","20320"
"7640","chr3",116859464,116908177,48714,"+","20321"
"7641","chr2",122234749,122265340,30592,"+","20322"
"7642","chr1",51289126,51302960,13835,"+","20324"
"7643","chr3",97901190,97923276,22087,"+","20333"
"7644","chr12",58958383,59012017,53635,"-","20334"
"7645","chr11",16500530,16508484,7955,"-","20335"
"7646","chr6",33249085,33973979,724895,"+","20336"
"7647","chr12",91806043,91849157,43115,"-","20338"
"7648","chr1",164048234,164057677,9444,"+","20339"
"7649","chr8",111154421,111259216,104796,"-","20340"
"7650","chr3",94933056,94944758,11703,"+","20341"
"7651","chr3",94693556,94704413,10858,"+","20342"
"7652","chr1",164061982,164084181,22200,"+","20343"
"7653","chr1",164115264,164150026,34763,"+","20344"
"7654","chr5",113818547,113832644,14098,"-","20345"
"7655","chr5",13125593,13602565,476973,"+","20346"
"7656","chr9",107597674,107609229,11556,"-","20347"
"7657","chr5",17574281,17730268,155988,"+","20348"
"7658","chr5",14025276,14256689,231414,"+","20349"
"7659","chr9",107681500,107710475,28976,"-","20350"
"7660","chr3",88435959,88461182,25224,"-","20351"
"7661","chr7",80186841,80226527,39687,"+","20352"
"7662","chr1",36548639,36558349,9711,"-","20353"
"7663","chr13",51685529,51793747,108219,"-","20354"
"7664","chr6",82911885,82939769,27885,"-","20355"
"7665","chr15",32244810,32696341,451532,"+","20356"
"7666","chr16",35541145,35664732,123588,"+","20357"
"7667","chr18",47235598,47368870,133273,"-","20358"
"7668","chr17",56123085,56140343,17259,"-","20359"
"7669","chr3",95160457,95174024,13568,"+","20360"
"7670","chr9",57940112,57962865,22754,"+","20361"
"7671","chr11",53519257,53549565,30309,"+","20362"
"7672","chr15",3268547,3280508,11962,"+","20363"
"7673","chr7",15917208,15922402,5195,"-","20364"
"7674","chr13",100108012,100114571,6560,"+","20365"
"7675","chr11",77930800,77979048,48249,"+","20370"
"7676","chrX",7579567,7595245,15679,"+","20371"
"7677","chr2",91082390,91115756,33367,"+","20375"
"7678","chr8",23411502,23449632,38131,"+","20377"
"7679","chr2",80411970,80447625,35656,"-","20378"
"7680","chr13",19623104,19632994,9891,"+","20379"
"7681","chr11",116849901,116853094,3194,"-","20382"
"7682","chr17",29032628,29043373,10746,"+","20383"
"7683","chr12",80945504,80950507,5004,"+","20384"
"7684","chr14",41131782,41136452,4671,"+","20387"
"7685","chr6",72304610,72314371,9762,"+","20388"
"7686","chr14",70520949,70524081,3133,"-","20389"
"7687","chr14",41172214,41185149,12936,"-","20390"
"7688","chr11",94962791,94976327,13537,"-","20391"
"7689","chr6",4674350,4747207,72858,"-","20392"
"7690","chr10",21882184,21999903,117720,"+","20393"
"7691","chr2",113776362,113829121,52760,"-","20394"
"7692","chr10",61098642,61147703,49062,"-","20397"
"7693","chr7",126466994,126475424,8431,"-","20399"
"7694","chrX",42502453,42529326,26874,"+","20400"
"7695","chr15",78899667,78919032,19366,"+","20401"
"7696","chr2",120506820,120563843,57024,"-","20402"
"7697","chr12",4592638,4713962,121325,"+","20403"
"7698","chr4",85205126,85639195,434070,"+","20404"
"7699","chr17",56016750,56036635,19886,"-","20405"
"7700","chr7",82173840,82307419,133580,"+","20408"
"7701","chr19",18516137,18631823,115687,"-","20409"
"7702","chr14",70180468,70211989,31522,"-","20410"
"7703","chr19",40294753,40513779,219027,"-","20411"
"7704","chr11",69614804,69617905,3102,"-","20415"
"7705","chr3",89418443,89430027,11585,"+","20416"
"7706","chr13",51431041,51569487,138447,"-","20418"
"7707","chr8",4735976,4779567,43592,"-","20419"
"7708","chr17",55970467,55976620,6154,"+","20420"
"7709","chr6",6557294,6578658,21365,"-","20422"
"7710","chr5",28456815,28467256,10442,"-","20423"
"7711","chr11",60788104,60811718,23615,"-","20425"
"7712","chr3",66971727,66981771,10045,"-","20429"
"7713","chr7",55841745,55932602,90858,"+","20430"
"7714","chr10",128704195,128720238,16044,"+","20431"
"7715","chr8",86724007,86745934,21928,"-","20437"
"7716","chrX",164070705,164076493,5789,"-","20438"
"7717","chr3",58674938,58692400,17463,"-","20439"
"7718","chr16",23224740,23360350,135611,"+","20440"
"7719","chr4",117932154,118134914,202761,"-","20441"
"7720","chr15",67102875,67176830,73956,"-","20442"
"7721","chr9",35046576,35119268,72693,"-","20443"
"7722","chr8",110919922,110972480,52559,"+","20444"
"7723","chr11",116765025,116775507,10483,"-","20445"
"7724","chr11",116675303,116694868,19566,"-","20446"
"7725","chr3",153198266,153725174,526909,"-","20447"
"7726","chr2",32587095,32599698,12604,"+","20448"
"7727","chr6",142821545,142964452,142908,"-","20449"
"7728","chr7",73939119,74013690,74572,"-","20450"
"7729","chr18",64254359,64279611,25253,"+","20451"
"7730","chr1",95587682,95667571,79890,"-","20452"
"7731","chr6",72097592,72154571,56980,"+","20454"
"7732","chr2",181193721,181202789,9069,"-","20459"
"7733","chr4",115000159,115043196,43038,"+","20460"
"7734","chr16",22244549,22266005,21457,"-","20462"
"7735","chr17",83501918,83517330,15413,"-","20463"
"7736","chr10",50895651,50989152,93502,"+","20464"
"7737","chr16",94084931,94127032,42102,"+","20465"
"7738","chr9",57072040,57128366,56327,"+","20466"
"7739","chr8",72723285,72758201,34917,"+","20467"
"7740","chr19",5651185,5663707,12523,"-","20469"
"7741","chr12",73041827,73053887,12061,"-","20471"
"7742","chr17",85684277,85688274,3998,"-","20472"
"7743","chr17",85613608,85629302,15695,"+","20473"
"7744","chr12",73099609,73113456,13848,"-","20474"
"7745","chr7",19094594,19098549,3956,"+","20475"
"7746","chr12",72939892,72944899,5008,"+","20476"
"7747","chr1",106764071,106796728,32658,"-","20479"
"7748","chr7",101663633,101795506,131874,"+","20480"
"7749","chr4",155154075,155222592,68518,"-","20481"
"7750","chr3",31095058,31122577,27520,"+","20482"
"7751","chr15",66780819,66831829,51011,"-","20491"
"7752","chr5",33634952,33652574,17623,"-","20492"
"7753","chr12",80953183,80968705,15523,"-","20493"
"7754","chr8",5083219,5105351,22133,"-","20494"
"7755","chr2",125152505,125230002,77498,"+","20495"
"7756","chr18",57878678,57946821,68144,"+","20496"
"7757","chr8",94329201,94366214,37014,"+","20497"
"7758","chr8",105943590,105966097,22508,"-","20498"
"7759","chr13",73733094,73816754,83661,"+","20499"
"7760","chr11",78397087,78422217,25131,"-","20500"
"7761","chr3",104638668,104658462,19795,"+","20501"
"7762","chrX",103697414,103821983,124570,"-","20502"
"7763","chr10",125219270,125389465,170196,"-","20503"
"7764","chr13",23867750,23895730,27981,"+","20504"
"7765","chr13",55398187,55415592,17406,"+","20505"
"7766","chr14",32462438,32464850,2413,"-","20508"
"7767","chr10",77032241,77061002,28762,"+","20509"
"7768","chr19",28835049,28913960,78912,"+","20510"
"7769","chr2",102658659,102790784,132126,"+","20511"
"7770","chr15",8634124,8710764,76641,"-","20512"
"7771","chr10",78780496,78814765,34270,"+","20513"
"7772","chr7",16781340,16798274,16935,"+","20514"
"7773","chr2",129198764,129211616,12853,"+","20515"
"7774","chr8",22476788,22569612,92825,"+","20516"
"7775","chr17",12648869,12675829,26961,"-","20517"
"7776","chr17",12584132,12628488,44357,"+","20518"
"7777","chr17",12418960,12507704,88745,"-","20519"
"7778","chr11",53864542,53891660,27119,"-","20520"
"7779","chr19",6535845,6543032,7188,"-","20521"
"7780","chr18",35614604,35627244,12641,"-","20522"
"7781","chrX",48623413,48662294,38882,"+","20523"
"7782","chr15",81318911,81360812,41902,"-","20524"
"7783","chr4",119108711,119137983,29273,"+","20525"
"7784","chr3",28697903,28731359,33457,"+","20526"
"7785","chr6",122727809,122801640,73832,"-","20527"
"7786","chr11",69942539,69948188,5650,"-","20528"
"7787","chr4",62360727,62391769,31043,"+","20529"
"7788","chr4",62262562,62298411,35850,"+","20530"
"7789","chr5",53038081,53071664,33584,"+","20531"
"7790","chr17",85028376,85064236,35861,"+","20532"
"7791","chr11",102348824,102366203,17380,"-","20533"
"7792","chr5",31526995,31556932,29938,"+","20534"
"7793","chr5",24423837,24440950,17114,"+","20535"
"7794","chr1",75546266,75562172,15907,"+","20536"
"7795","chr5",33104219,33162870,58652,"+","20537"
"7796","chr8",92960079,93001667,41589,"+","20538"
"7797","chr8",121881150,121907694,26545,"-","20539"
"7798","chr14",54369442,54417780,48339,"-","20540"
"7799","chr17",81373105,81738377,365273,"-","20541"
"7800","chr4",133369706,133423702,53997,"+","20544"
"7801","chr11",83116849,83122670,5822,"+","20555"
"7802","chr11",83065112,83070678,5567,"+","20556"
"7803","chr11",83191330,83215154,23825,"+","20557"
"7804","chr11",83175186,83190216,15031,"+","20558"
"7805","chr19",41600257,41743665,143409,"-","20562"
"7806","chr5",47983138,48307733,324596,"+","20563"
"7807","chr11",35121224,35708507,587284,"+","20564"
"7808","chr2",164354070,164389095,35026,"-","20568"
"7809","chr16",14705852,14709385,3534,"+","20583"
"7810","chr3",20057811,20118490,60680,"+","20585"
"7811","chr9",21616169,21704230,88062,"+","20586"
"7812","chr10",75896769,75921617,24849,"-","20587"
"7813","chr9",110117708,110240178,122471,"+","20588"
"7814","chr19",3259076,3283017,23942,"-","20589"
"7815","chrX",152233020,152274535,41516,"+","20591"
"7816","chrY",897788,956786,58999,"+","20592"
"7817","chr13",100124852,100137690,12839,"+","20595"
"7818","chr7",105554360,105558389,4030,"+","20597"
"7819","chr10",41485642,41490369,4728,"-","20598"
"7820","chr5",87969517,88008534,39018,"+","20599"
"7821","chr5",88086556,88109053,22498,"+","20600"
"7822","chr5",125017153,125179219,162067,"-","20602"
"7823","chrX",157443855,157492287,48433,"-","20603"
"7824","chr16",23889573,23890958,1386,"-","20604"
"7825","chr12",58211772,58214444,2673,"+","20605"
"7826","chr11",113619342,113626028,6687,"+","20606"
"7827","chr15",78537008,78544685,7678,"-","20607"
"7828","chr2",148395344,148396767,1424,"+","20608"
"7829","chr17",25489875,25497288,7414,"-","20609"
"7830","chr10",77606097,77641543,35447,"+","20610"
"7831","chrY",13252442,18091556,4839115,"+","20611"
"7832","chr2",131069220,131086765,17546,"-","20612"
"7833","chr2",167538195,167542814,4620,"+","20613"
"7834","chr2",136713453,136782428,68976,"+","20614"
"7835","chr3",90488026,90491033,3008,"-","20615"
"7836","chr9",86765923,86880654,114732,"-","20616"
"7837","chr6",60731575,60829855,98281,"-","20617"
"7838","chr14",34370274,34374789,4516,"-","20618"
"7839","chr2",120567671,120601255,33585,"+","20619"
"7840","chr13",110395046,110400844,5799,"+","20620"
"7841","chr16",11060945,11074985,14041,"+","20621"
"7842","chr9",122117266,122169702,52437,"+","20623"
"7843","chr11",102838473,102880985,42513,"-","20624"
"7844","chr17",27838150,27851968,13819,"+","20630"
"7845","chr7",45376453,45395742,19290,"-","20637"
"7846","chr2",130171414,130179403,7990,"-","20638"
"7847","chr2",143063039,143072853,9815,"+","20639"
"7848","chr18",10617775,10640068,22294,"+","20641"
"7849","chr1",133603871,133610291,6421,"-","20643"
"7850","chr7",59982502,60140219,157718,"-","20646"
"7851","chr2",154376313,154408099,31787,"-","20648"
"7852","chr15",55636388,55906949,270562,"-","20649"
"7853","chr8",106935750,107019714,83965,"+","20650"
"7854","chr1",156424525,156474331,49807,"-","20652"
"7855","chr16",90220754,90226329,5576,"+","20655"
"7856","chr17",13006846,13020134,13289,"+","20656"
"7857","chr5",52363791,52371418,7628,"+","20657"
"7858","chr16",91647506,91679221,31716,"+","20658"
"7859","chr9",41964720,42124297,159578,"-","20660"
"7860","chr3",108284082,108361511,77430,"+","20661"
"7861","chr17",80393751,80480453,86703,"-","20662"
"7862","chr12",69583762,69681852,98091,"-","20663"
"7863","chr8",12395295,12400126,4832,"+","20664"
"7864","chr15",79154908,79165240,10333,"-","20665"
"7865","chr12",27334264,27342574,8311,"-","20666"
"7866","chr2",152393611,152398063,4453,"-","20667"
"7867","chr1",133382303,133424377,42075,"-","20668"
"7868","chr9",99874106,99876170,2065,"-","20669"
"7869","chr11",69655314,69656727,1414,"+","20670"
"7870","chr1",4490931,4497354,6424,"-","20671"
"7871","chr2",181669836,181671640,1805,"-","20672"
"7872","chr3",34650405,34652461,2057,"+","20674"
"7873","chrX",60891366,60893430,2065,"-","20675"
"7874","chr13",28948919,28953713,4795,"-","20677"
"7875","chr6",143828425,144781977,953553,"-","20678"
"7876","chr7",115470872,116038796,567925,"-","20679"
"7877","chr14",63943673,63950732,7060,"+","20680"
"7878","chr17",25565892,25570686,4795,"-","20681"
"7879","chr11",112782224,112787760,5537,"+","20682"
"7880","chr15",102406143,102436404,30262,"+","20683"
"7881","chr1",85649988,85709998,60011,"+","20684"
"7882","chr9",37603290,37613722,10433,"-","20686"
"7883","chr2",72936427,72980446,44020,"-","20687"
"7884","chr12",118234933,118301440,66508,"-","20688"
"7885","chr18",80966376,80986771,20396,"-","20689"
"7886","chr6",24791188,24801048,9861,"+","20690"
"7887","chr11",55394500,55423183,28684,"-","20692"
"7888","chr11",116530925,116536674,5750,"+","20698"
"7889","chr12",103853589,103863562,9974,"-","20700"
"7890","chr12",103728156,103830373,102218,"-","20701"
"7891","chr12",103894926,103904887,9962,"-","20702"
"7892","chr12",103763594,103773592,9999,"-","20703"
"7893","chr12",103946931,103958975,12045,"-","20704"
"7894","chr13",33027416,33041884,14469,"+","20706"
"7895","chr13",33149275,33159742,10468,"-","20707"
"7896","chr13",32965209,32979067,13859,"+","20708"
"7897","chr13",33324077,33335370,11294,"+","20709"
"7898","chr13",33249612,33260850,11239,"+","20710"
"7899","chr3",75557547,75643495,85949,"+","20713"
"7900","chr12",104338486,104346144,7659,"+","20714"
"7901","chr12",104236245,104241939,5695,"+","20715"
"7902","chr19",7673061,7711310,38250,"-","207151"
"7903","chr6",101774249,101801982,27734,"+","207157"
"7904","chr12",104406729,104414329,7601,"+","20716"
